order_id,quarter,region,product,customer_tier,contract_value_usd,refunded,refund_amount_usd,sales_rep
1077,2025-Q1,LATAM,Northwind Billing Suite,Business,30070.7,False,0.0,L. Fernandez
1078,2025-Q1,LATAM,Northwind Billing Suite,Enterprise,47612.62,False,0.0,L. Fernandez
1079,2025-Q1,LATAM,Northwind Billing Suite,Enterprise,43339.69,False,0.0,S. Novak
1080,2025-Q1,LATAM,Northwind Billing Suite,Enterprise,51140.14,False,0.0,K. Tanaka
1081,2025-Q2,North America,Northwind CRM,Business,50873.01,False,0.0,A. Mehta
1082,2025-Q2,North America,Northwind CRM,Enterprise,76056.85,False,0.0,T. Owusu
1083,2025-Q2,North America,Northwind CRM,Business,53019.65,False,0.0,K. Tanaka
1084,2025-Q2,North America,Northwind CRM,Business,41726.34,False,0.0,J. Osei
1085,2025-Q2,North America,Northwind CRM,Enterprise,77893.65,False,0.0,M. Dubois
1086,2025-Q2,North America,Northwind Analytics,Enterprise,61314.41,False,0.0,J. Osei
1087,2025-Q2,North America,Northwind Analytics,Enterprise,54978.4,False,0.0,R. Kapoor
1088,2025-Q2,North America,Northwind Analytics,Business,34836.11,False,0.0,S. Novak
1089,2025-Q2,North America,Northwind Analytics,Business,39798.22,False,0.0,K. Tanaka
1090,2025-Q2,North America,Northwind Analytics,Business,36272.45,True,33842.84,K. Tanaka
1091,2025-Q2,North America,Northwind Analytics,Business,28095.66,False,0.0,S. Novak
1092,2025-Q2,North America,Northwind Analytics,Enterprise,64244.45,False,0.0,R. Kapoor
1093,2025-Q2,North America,Northwind Analytics,Business,35736.23,False,0.0,R. Kapoor
1094,2025-Q2,North America,Northwind Support Desk,Business,21381.75,False,0.0,L. Fernandez
1095,2025-Q2,North America,Northwind Support Desk,Enterprise,36680.36,False,0.0,A. Mehta
1096,2025-Q2,North America,Northwind Support Desk,Business,19615.53,False,0.0,S. Novak
1097,2025-Q2,North America,Northwind Support Desk,Business,21564.14,False,0.0,T. Owusu
1098,2025-Q2,North America,Northwind Support Desk,Enterprise,46642.66,False,0.0,J. Osei
1099,2025-Q2,North America,Northwind Support Desk,Business,23426.37,False,0.0,J. Osei
1100,2025-Q2,North America,Northwind Support Desk,Enterprise,43487.21,False,0.0,K. Tanaka
1101,2025-Q2,North America,Northwind Billing Suite,Business,24317.59,False,0.0,J. Osei
1102,2025-Q2,North America,Northwind Billing Suite,Business,33724.73,False,0.0,M. Dubois
1103,2025-Q2,North America,Northwind Billing Suite,Business,26532.63,False,0.0,A. Mehta
1104,2025-Q2,North America,Northwind Billing Suite,Enterprise,60186.48,False,0.0,M. Dubois
1105,2025-Q2,EMEA,Northwind CRM,Business,55493.39,False,0.0,A. Mehta
1106,2025-Q2,EMEA,Northwind CRM,Business,54764.46,False,0.0,L. Fernandez
1107,2025-Q2,EMEA,Northwind CRM,Enterprise,90479.52,False,0.0,S. Novak
1108,2025-Q2,EMEA,Northwind CRM,Enterprise,97732.2,False,0.0,M. Dubois
1109,2025-Q2,EMEA,Northwind Analytics,Business,29237.22,False,0.0,T. Owusu
1110,2025-Q2,EMEA,Northwind Analytics,Business,30364.67,False,0.0,T. Owusu
1111,2025-Q2,EMEA,Northwind Analytics,Enterprise,55286.73,False,0.0,R. Kapoor
1112,2025-Q2,EMEA,Northwind Analytics,Business,31498.85,False,0.0,J. Osei
1113,2025-Q2,EMEA,Northwind Analytics,Business,30160.15,False,0.0,K. Tanaka
1114,2025-Q2,EMEA,Northwind Analytics,Business,32417.27,False,0.0,M. Dubois
1115,2025-Q2,EMEA,Northwind Analytics,Business,37861.01,False,0.0,A. Mehta
1116,2025-Q2,EMEA,Northwind Support Desk,Business,17899.53,False,0.0,M. Dubois
1117,2025-Q2,EMEA,Northwind Support Desk,Enterprise,46545.87,False,0.0,K. Tanaka
1118,2025-Q2,EMEA,Northwind Support Desk,Business,20142.66,False,0.0,M. Dubois
1119,2025-Q2,EMEA,Northwind Support Desk,Business,23554.79,False,0.0,L. Fernandez
1120,2025-Q2,EMEA,Northwind Support Desk,Enterprise,46033.47,False,0.0,A. Mehta
1121,2025-Q2,EMEA,Northwind Support Desk,Enterprise,41079.42,False,0.0,J. Osei
1122,2025-Q2,EMEA,Northwind Support Desk,Enterprise,34181.78,False,0.0,A. Mehta
1123,2025-Q2,EMEA,Northwind Billing Suite,Business,26170.6,False,0.0,M. Dubois
1124,2025-Q2,EMEA,Northwind Billing Suite,Business,34453.49,False,0.0,J. Osei
1125,2025-Q2,EMEA,Northwind Billing Suite,Business,32189.07,True,30796.18,K. Tanaka
1126,2025-Q2,EMEA,Northwind Billing Suite,Enterprise,58589.66,False,0.0,A. Mehta
1127,2025-Q2,EMEA,Northwind Billing Suite,Enterprise,46859.11,True,11112.36,L. Fernandez
1128,2025-Q2,APAC,Northwind CRM,Enterprise,87122.61,False,0.0,R. Kapoor
1129,2025-Q2,APAC,Northwind CRM,Enterprise,74286.37,False,0.0,J. Osei
1130,2025-Q2,APAC,Northwind CRM,Enterprise,74156.01,False,0.0,A. Mehta
1131,2025-Q2,APAC,Northwind CRM,Enterprise,87505.81,False,0.0,M. Dubois
1132,2025-Q2,APAC,Northwind CRM,Business,51120.26,False,0.0,K. Tanaka
1133,2025-Q2,APAC,Northwind CRM,Business,52154.66,False,0.0,J. Osei
1134,2025-Q2,APAC,Northwind Analytics,Enterprise,56959.57,False,0.0,S. Novak
1135,2025-Q2,APAC,Northwind Analytics,Business,35488.55,True,16965.4,T. Owusu
1136,2025-Q2,APAC,Northwind Analytics,Business,39498.08,False,0.0,T. Owusu
1137,2025-Q2,APAC,Northwind Analytics,Enterprise,58993.62,False,0.0,R. Kapoor
1138,2025-Q2,APAC,Northwind Analytics,Enterprise,70147.99,False,0.0,T. Owusu
1139,2025-Q2,APAC,Northwind Analytics,Business,36557.14,False,0.0,K. Tanaka
1140,2025-Q2,APAC,Northwind Analytics,Enterprise,50956.71,False,0.0,K. Tanaka
1141,2025-Q2,APAC,Northwind Support Desk,Business,23462.78,False,0.0,T. Owusu
1142,2025-Q2,APAC,Northwind Support Desk,Enterprise,34879.42,False,0.0,R. Kapoor
1143,2025-Q2,APAC,Northwind Support Desk,Business,25244.69,False,0.0,R. Kapoor
1144,2025-Q2,APAC,Northwind Support Desk,Business,22189.67,False,0.0,K. Tanaka
1145,2025-Q2,APAC,Northwind Support Desk,Enterprise,39517.3,False,0.0,T. Owusu
1146,2025-Q2,APAC,Northwind Support Desk,Enterprise,39551.22,False,0.0,J. Osei
1147,2025-Q2,APAC,Northwind Billing Suite,Business,31548.02,False,0.0,S. Novak
1148,2025-Q2,APAC,Northwind Billing Suite,Business,29746.33,False,0.0,S. Novak
1149,2025-Q2,APAC,Northwind Billing Suite,Business,28881.95,False,0.0,K. Tanaka
1150,2025-Q2,APAC,Northwind Billing Suite,Business,25956.94,False,0.0,L. Fernandez
1151,2025-Q2,APAC,Northwind Billing Suite,Business,32072.37,False,0.0,R. Kapoor
1152,2025-Q2,LATAM,Northwind CRM,Enterprise,78448.39,False,0.0,R. Kapoor
1153,2025-Q2,LATAM,Northwind CRM,Business,47864.43,False,0.0,A. Mehta
1154,2025-Q2,LATAM,Northwind CRM,Business,50803.51,False,0.0,T. Owusu
1155,2025-Q2,LATAM,Northwind Analytics,Enterprise,62186.44,False,0.0,T. Owusu
1156,2025-Q2,LATAM,Northwind Analytics,Business,39558.37,False,0.0,T. Owusu
1157,2025-Q2,LATAM,Northwind Analytics,Business,28036.4,False,0.0,A. Mehta
1158,2025-Q2,LATAM,Northwind Support Desk,Business,22577.85,False,0.0,K. Tanaka
1159,2025-Q2,LATAM,Northwind Support Desk,Business,24271.32,False,0.0,K. Tanaka
1160,2025-Q2,LATAM,Northwind Support Desk,Enterprise,37881.32,False,0.0,R. Kapoor
1161,2025-Q2,LATAM,Northwind Support Desk,Enterprise,47099.27,False,0.0,A. Mehta
1162,2025-Q2,LATAM,Northwind Billing Suite,Enterprise,44840.55,False,0.0,K. Tanaka
1163,2025-Q2,LATAM,Northwind Billing Suite,Business,24709.3,False,0.0,J. Osei
1164,2025-Q2,LATAM,Northwind Billing Suite,Business,28375.4,False,0.0,T. Owusu
1165,2025-Q2,LATAM,Northwind Billing Suite,Business,26392.53,False,0.0,T. Owusu
1166,2025-Q2,LATAM,Northwind Billing Suite,Business,26414.35,False,0.0,K. Tanaka
1167,2025-Q2,LATAM,Northwind Billing Suite,Business,29899.1,False,0.0,R. Kapoor
1168,2025-Q2,LATAM,Northwind Billing Suite,Enterprise,44279.62,False,0.0,R. Kapoor
1169,2025-Q3,North America,Northwind CRM,Enterprise,87292.31,False,0.0,J. Osei
1170,2025-Q3,North America,Northwind CRM,Business,43723.64,False,0.0,R. Kapoor
1171,2025-Q3,North America,Northwind CRM,Business,47138.31,False,0.0,A. Mehta
1172,2025-Q3,North America,Northwind CRM,Enterprise,92648.9,False,0.0,A. Mehta
1173,2025-Q3,North America,Northwind CRM,Business,55564.4,False,0.0,A. Mehta
1174,2025-Q3,North America,Northwind CRM,Enterprise,90631.92,False,0.0,A. Mehta
1175,2025-Q3,North America,Northwind CRM,Enterprise,74526.18,False,0.0,T. Owusu
1176,2025-Q3,North America,Northwind Analytics,Business,34692.22,False,0.0,T. Owusu
1177,2025-Q3,North America,Northwind Analytics,Enterprise,59789.04,False,0.0,S. Novak
1178,2025-Q3,North America,Northwind Analytics,Enterprise,68722.17,False,0.0,T. Owusu
1179,2025-Q3,North America,Northwind Analytics,Business,39298.48,False,0.0,A. Mehta
1180,2025-Q3,North America,Northwind Analytics,Business,31225.82,False,0.0,M. Dubois
1181,2025-Q3,North America,Northwind Support Desk,Enterprise,32147.4,False,0.0,T. Owusu
1182,2025-Q3,North America,Northwind Support Desk,Business,19425.69,False,0.0,T. Owusu
1183,2025-Q3,North America,Northwind Support Desk,Enterprise,43621.06,False,0.0,L. Fernandez
1184,2025-Q3,North America,Northwind Support Desk,Enterprise,38754.32,False,0.0,J. Osei
1185,2025-Q3,North America,Northwind Support Desk,Business,23142.19,False,0.0,L. Fernandez
1186,2025-Q3,North America,Northwind Support Desk,Business,17964.87,False,0.0,K. Tanaka
1187,2025-Q3,North America,Northwind Support Desk,Enterprise,45933.5,False,0.0,J. Osei
1188,2025-Q3,North America,Northwind Billing Suite,Enterprise,52887.25,False,0.0,R. Kapoor
1189,2025-Q3,North America,Northwind Billing Suite,Business,29204.0,False,0.0,T. Owusu
1190,2025-Q3,North America,Northwind Billing Suite,Business,28096.16,False,0.0,L. Fernandez
1191,2025-Q3,North America,Northwind Billing Suite,Enterprise,48409.15,False,0.0,M. Dubois
1192,2025-Q3,North America,Northwind Billing Suite,Business,32622.43,False,0.0,A. Mehta
1193,2025-Q3,North America,Northwind Billing Suite,Business,27143.83,False,0.0,T. Owusu
1194,2025-Q3,North America,Northwind Billing Suite,Enterprise,51842.4,False,0.0,S. Novak
1195,2025-Q3,North America,Northwind Billing Suite,Business,29886.42,False,0.0,S. Novak
1196,2025-Q3,EMEA,Northwind CRM,Enterprise,76587.3,False,0.0,M. Dubois
1197,2025-Q3,EMEA,Northwind CRM,Business,51654.69,False,0.0,M. Dubois
1198,2025-Q3,EMEA,Northwind CRM,Business,50196.4,False,0.0,L. Fernandez
1199,2025-Q3,EMEA,Northwind CRM,Business,38916.35,False,0.0,S. Novak
1200,2025-Q3,EMEA,Northwind Analytics,Enterprise,59104.66,False,0.0,T. Owusu
1201,2025-Q3,EMEA,Northwind Analytics,Business,29045.19,False,0.0,L. Fernandez
1202,2025-Q3,EMEA,Northwind Analytics,Business,37203.52,False,0.0,M. Dubois
1203,2025-Q3,EMEA,Northwind Support Desk,Business,20609.95,False,0.0,M. Dubois
1204,2025-Q3,EMEA,Northwind Support Desk,Enterprise,41607.2,False,0.0,T. Owusu
1205,2025-Q3,EMEA,Northwind Support Desk,Enterprise,32672.79,False,0.0,R. Kapoor
1206,2025-Q3,EMEA,Northwind Support Desk,Enterprise,43421.11,False,0.0,J. Osei
1207,2025-Q3,EMEA,Northwind Support Desk,Enterprise,42772.83,False,0.0,L. Fernandez
1208,2025-Q3,EMEA,Northwind Support Desk,Enterprise,45789.77,True,37388.68,R. Kapoor
1209,2025-Q3,EMEA,Northwind Support Desk,Business,21467.77,False,0.0,M. Dubois
1210,2025-Q3,EMEA,Northwind Support Desk,Business,24507.16,False,0.0,J. Osei
1211,2025-Q3,EMEA,Northwind Billing Suite,Enterprise,55333.36,False,0.0,L. Fernandez
1212,2025-Q3,EMEA,Northwind Billing Suite,Business,30944.53,False,0.0,A. Mehta
1213,2025-Q3,EMEA,Northwind Billing Suite,Enterprise,52219.51,False,0.0,L. Fernandez
1214,2025-Q3,EMEA,Northwind Billing Suite,Business,34386.64,False,0.0,R. Kapoor
1215,2025-Q3,EMEA,Northwind Billing Suite,Enterprise,51394.07,False,0.0,R. Kapoor
1216,2025-Q3,EMEA,Northwind Billing Suite,Business,28108.56,False,0.0,K. Tanaka
1217,2025-Q3,EMEA,Northwind Billing Suite,Business,27820.34,False,0.0,R. Kapoor
1218,2025-Q3,APAC,Northwind CRM,Enterprise,90176.65,False,0.0,A. Mehta
1219,2025-Q3,APAC,Northwind CRM,Enterprise,92993.58,False,0.0,R. Kapoor
1220,2025-Q3,APAC,Northwind CRM,Enterprise,76305.84,False,0.0,K. Tanaka
1221,2025-Q3,APAC,Northwind Analytics,Business,30408.02,False,0.0,L. Fernandez
1222,2025-Q3,APAC,Northwind Analytics,Enterprise,69774.42,False,0.0,R. Kapoor
1223,2025-Q3,APAC,Northwind Analytics,Enterprise,49728.72,False,0.0,L. Fernandez
1224,2025-Q3,APAC,Northwind Analytics,Business,30977.41,False,0.0,L. Fernandez
1225,2025-Q3,APAC,Northwind Analytics,Business,37267.36,False,0.0,S. Novak
1226,2025-Q3,APAC,Northwind Analytics,Business,38892.63,False,0.0,R. Kapoor
1227,2025-Q3,APAC,Northwind Analytics,Enterprise,70714.09,False,0.0,R. Kapoor
1228,2025-Q3,APAC,Northwind Analytics,Enterprise,56764.0,False,0.0,J. Osei
1229,2025-Q3,APAC,Northwind Support Desk,Enterprise,35541.29,False,0.0,M. Dubois
1230,2025-Q3,APAC,Northwind Support Desk,Enterprise,44295.37,False,0.0,M. Dubois
1231,2025-Q3,APAC,Northwind Support Desk,Business,22357.21,False,0.0,R. Kapoor
1232,2025-Q3,APAC,Northwind Support Desk,Business,24758.31,False,0.0,J. Osei
1233,2025-Q3,APAC,Northwind Billing Suite,Business,24080.28,False,0.0,S. Novak
1234,2025-Q3,APAC,Northwind Billing Suite,Enterprise,47302.76,False,0.0,T. Owusu
1235,2025-Q3,APAC,Northwind Billing Suite,Enterprise,48932.15,False,0.0,L. Fernandez
1236,2025-Q3,APAC,Northwind Billing Suite,Business,24216.78,False,0.0,J. Osei
1237,2025-Q3,APAC,Northwind Billing Suite,Business,33737.3,False,0.0,T. Owusu
1238,2025-Q3,APAC,Northwind Billing Suite,Business,34433.06,False,0.0,M. Dubois
1239,2025-Q3,APAC,Northwind Billing Suite,Business,31937.91,False,0.0,J. Osei
1240,2025-Q3,APAC,Northwind Billing Suite,Enterprise,55251.55,False,0.0,R. Kapoor
1241,2025-Q3,LATAM,Northwind CRM,Enterprise,75889.54,False,0.0,K. Tanaka
1242,2025-Q3,LATAM,Northwind CRM,Enterprise,72069.09,False,0.0,S. Novak
1243,2025-Q3,LATAM,Northwind CRM,Business,43215.87,False,0.0,T. Owusu
1244,2025-Q3,LATAM,Northwind Analytics,Enterprise,63744.87,False,0.0,A. Mehta
1245,2025-Q3,LATAM,Northwind Analytics,Business,31468.92,False,0.0,K. Tanaka
1246,2025-Q3,LATAM,Northwind Analytics,Business,36994.01,False,0.0,K. Tanaka
1247,2025-Q3,LATAM,Northwind Support Desk,Business,19089.46,False,0.0,A. Mehta
1248,2025-Q3,LATAM,Northwind Support Desk,Business,26115.84,False,0.0,R. Kapoor
1249,2025-Q3,LATAM,Northwind Support Desk,Enterprise,33792.09,False,0.0,L. Fernandez
1250,2025-Q3,LATAM,Northwind Support Desk,Business,24485.87,False,0.0,S. Novak
1251,2025-Q3,LATAM,Northwind Billing Suite,Business,24386.87,False,0.0,J. Osei
1252,2025-Q3,LATAM,Northwind Billing Suite,Enterprise,52441.12,False,0.0,J. Osei
1253,2025-Q3,LATAM,Northwind Billing Suite,Business,26281.36,False,0.0,R. Kapoor
1254,2025-Q4,North America,Northwind CRM,Enterprise,69859.28,False,0.0,M. Dubois
1255,2025-Q4,North America,Northwind CRM,Business,40193.31,False,0.0,T. Owusu
1256,2025-Q4,North America,Northwind CRM,Business,39704.23,False,0.0,J. Osei
1257,2025-Q4,North America,Northwind CRM,Business,49487.71,False,0.0,S. Novak
1258,2025-Q4,North America,Northwind CRM,Business,49003.05,False,0.0,M. Dubois
1259,2025-Q4,North America,Northwind CRM,Business,50882.03,False,0.0,K. Tanaka
1260,2025-Q4,North America,Northwind Analytics,Business,30124.72,False,0.0,T. Owusu
1261,2025-Q4,North America,Northwind Analytics,Business,36539.04,False,0.0,S. Novak
1262,2025-Q4,North America,Northwind Analytics,Enterprise,57583.9,False,0.0,T. Owusu
1263,2025-Q4,North America,Northwind Analytics,Business,37846.68,False,0.0,J. Osei
1264,2025-Q4,North America,Northwind Analytics,Enterprise,57545.78,False,0.0,A. Mehta
1265,2025-Q4,North America,Northwind Analytics,Business,34388.31,False,0.0,J. Osei
1266,2025-Q4,North America,Northwind Support Desk,Business,23438.86,False,0.0,A. Mehta
1267,2025-Q4,North America,Northwind Support Desk,Enterprise,41208.2,False,0.0,K. Tanaka
1268,2025-Q4,North America,Northwind Support Desk,Business,21900.39,False,0.0,S. Novak
1269,2025-Q4,North America,Northwind Support Desk,Enterprise,37687.52,False,0.0,K. Tanaka
1270,2025-Q4,North America,Northwind Support Desk,Enterprise,44908.75,False,0.0,A. Mehta
1271,2025-Q4,North America,Northwind Support Desk,Enterprise,42076.41,False,0.0,A. Mehta
1272,2025-Q4,North America,Northwind Billing Suite,Business,32338.99,False,0.0,S. Novak
1273,2025-Q4,North America,Northwind Billing Suite,Business,33542.46,False,0.0,M. Dubois
1274,2025-Q4,North America,Northwind Billing Suite,Business,32098.85,False,0.0,J. Osei
1275,2025-Q4,North America,Northwind Billing Suite,Enterprise,47177.08,False,0.0,S. Novak
1276,2025-Q4,EMEA,Northwind CRM,Business,51238.73,False,0.0,J. Osei
1277,2025-Q4,EMEA,Northwind CRM,Enterprise,73890.79,False,0.0,A. Mehta
1278,2025-Q4,EMEA,Northwind CRM,Enterprise,77666.13,False,0.0,T. Owusu
1279,2025-Q4,EMEA,Northwind CRM,Enterprise,82269.55,False,0.0,J. Osei
1280,2025-Q4,EMEA,Northwind Analytics,Business,30825.55,False,0.0,T. Owusu
1281,2025-Q4,EMEA,Northwind Analytics,Business,31147.77,False,0.0,A. Mehta
1282,2025-Q4,EMEA,Northwind Analytics,Business,31058.17,False,0.0,L. Fernandez
1283,2025-Q4,EMEA,Northwind Analytics,Enterprise,55628.86,False,0.0,T. Owusu
1284,2025-Q4,EMEA,Northwind Analytics,Enterprise,53008.01,False,0.0,K. Tanaka
1285,2025-Q4,EMEA,Northwind Support Desk,Business,23461.6,False,0.0,M. Dubois
1286,2025-Q4,EMEA,Northwind Support Desk,Enterprise,32769.61,True,30444.48,S. Novak
1287,2025-Q4,EMEA,Northwind Support Desk,Business,22666.56,False,0.0,M. Dubois
1288,2025-Q4,EMEA,Northwind Support Desk,Business,21252.27,False,0.0,L. Fernandez
1289,2025-Q4,EMEA,Northwind Support Desk,Enterprise,41476.05,False,0.0,S. Novak
1290,2025-Q4,EMEA,Northwind Support Desk,Business,24943.67,False,0.0,M. Dubois
1291,2025-Q4,EMEA,Northwind Support Desk,Business,21174.44,False,0.0,S. Novak
1292,2025-Q4,EMEA,Northwind Billing Suite,Business,25683.09,False,0.0,J. Osei
1293,2025-Q4,EMEA,Northwind Billing Suite,Business,25971.72,False,0.0,S. Novak
1294,2025-Q4,EMEA,Northwind Billing Suite,Enterprise,59350.0,False,0.0,K. Tanaka
1295,2025-Q4,EMEA,Northwind Billing Suite,Business,26666.84,False,0.0,L. Fernandez
1296,2025-Q4,APAC,Northwind CRM,Business,55373.26,False,0.0,T. Owusu
1297,2025-Q4,APAC,Northwind CRM,Enterprise,93470.02,False,0.0,S. Novak
1298,2025-Q4,APAC,Northwind CRM,Enterprise,89171.84,False,0.0,J. Osei
1299,2025-Q4,APAC,Northwind CRM,Business,49614.93,False,0.0,A. Mehta
1300,2025-Q4,APAC,Northwind CRM,Business,39585.43,False,0.0,A. Mehta
